#,Posession: Complete release,Possesion: partial,Artist,Name,Funding,Founder,ID KvX,Artist2,Title,Label,Year,Country,Styles,KvX link,Discogs Link1,KvX link,Discogs Link2,Join,Alternate Files Found On Soulseek,Notes,Check zips (admin)
1280,TRUE,FALSE,The Capital Underground,The Capital Underground E.P.,100%,moritzho,6252,The Capital Underground,The Capital Underground E.P.,Capital Underground Records,,UK,House,https://kollektivx.com/music-legacy-projects/6252-The-Capital-Underground-The-Capital-Underground-E.P.,https://www.discogs.com/release/15952178,https://kollektivx.com/music-legacy-projects/6252-The-Capital-Underground-The-Capital-Underground-E.P.,https://www.discogs.com/release/15952178,The Capital UndergroundThe Capital Underground E.P.,,,6252
1281,TRUE,FALSE,Melody Beecher,Only One You,100%,Dan,6254,Melody Beecher,Only One You,Paul-Mel Records,,USA,,https://kollektivx.com/music-legacy-projects/6254-Melody-Beecher-Only-One-You,https://www.discogs.com/release/4926642,https://kollektivx.com/music-legacy-projects/6254-Melody-Beecher-Only-One-You,https://www.discogs.com/release/4926642,Melody BeecherOnly One You,,,6254
1282,TRUE,FALSE,The Ticketmen,Tunnel Vision,100%,gogodancer22,6255,The Ticketmen,Tunnel Vision,Supersonic Recordings Boutique,1996,UK,"Progressive Trance, Progressive House, Trance",https://kollektivx.com/music-legacy-projects/6255-The-Ticketmen-Tunnel-Vision,https://www.discogs.com/release/855722,https://kollektivx.com/music-legacy-projects/6255-The-Ticketmen-Tunnel-Vision,https://www.discogs.com/release/855722,The TicketmenTunnel Vision,,,6255
1283,FALSE,FALSE,Flux-Da-Lux,MOMD / Kyting,100%,SpeakEasy,6256,,,Rumble Records,1993,UK,Progressive Trance,https://kollektivx.com/music-legacy-projects/6256-Flux-Da-Lux-Momd-Kyting,https://www.discogs.com/release/140053,https://kollektivx.com/music-legacy-projects/6256-Flux-Da-Lux-Momd-Kyting,https://www.discogs.com/release/140053,Flux-Da-LuxMOMD / Kyting,,,
1284,TRUE,FALSE,Suck,I Need A Freak / Superfreak,100%,perenn95,6257,Suck,I Need A Freak / Superfreak,ineedsuperfreak.fr,2004,Germany,"House, Acid, Acid House",https://kollektivx.com/music-legacy-projects/6257-Suck-I-Need-A-Freak-Superfreak,https://www.discogs.com/release/301816,https://kollektivx.com/music-legacy-projects/6257-Suck-I-Need-A-Freak-Superfreak,https://www.discogs.com/release/301816,SuckI Need A Freak / Superfreak,,,6257
1285,TRUE,FALSE,Unknown Artist,Fire Love Lost A/A,100%,LaNeta,6262,Unknown Artist,Fire Love Lost A/A,Not On Label,,Unknown,House,https://kollektivx.com/music-legacy-projects/6262-Unknown-Artist-Fire-Love-Lost-A/A,https://www.discogs.com/release/14673465,https://kollektivx.com/music-legacy-projects/6262-Unknown-Artist-Fire-Love-Lost-A/A,https://www.discogs.com/release/14673465,Unknown ArtistFire Love Lost A/A,,,6262
1286,TRUE,FALSE,Four Corners of the Earth,A Million To One,100%,LaNeta,6263,Four Corners of the Earth,A Million To One,Jungle Rhythm,1985,UK,"Electro, Leftfield",https://kollektivx.com/music-legacy-projects/6263-Four-Corners-Of-The-Earth-A-Million-To-One,https://www.discogs.com/release/360001,https://kollektivx.com/music-legacy-projects/6263-Four-Corners-Of-The-Earth-A-Million-To-One,https://www.discogs.com/release/360001,Four Corners of the EarthA Million To One,,,6263
1287,TRUE,FALSE,Rina Berti,Viens Dans Mes Reves,100%,OPTICALsOUND,6285,,,VIA (3),1979,Canada,"Disco, Soul",https://kollektivx.com/music-legacy-projects/6285-Rina-Berti-Viens-Dans-Mes-Reves,https://www.discogs.com/release/8124248,https://kollektivx.com/music-legacy-projects/6285-Rina-Berti-Viens-Dans-Mes-Reves,https://www.discogs.com/release/8124248,Rina BertiViens Dans Mes Reves,,,6285
1288,TRUE,FALSE,X (2),In My Heart,100%,Mikelcompadre69,6286,X (2),In My Heart,Palmares Records,1991,Italy,Italo House,https://kollektivx.com/music-legacy-projects/6286-X-2-In-My-Heart,https://www.discogs.com/release/195118,https://kollektivx.com/music-legacy-projects/6286-X-2-In-My-Heart,https://www.discogs.com/release/195118,X (2)In My Heart,,,6286
1289,TRUE,FALSE,"Bhy Gao, Andji Solet",Bintou C'est Pareil...,100%,REDLIGHTFILMS,6292,"Bhy Gao, Andji Solet",Bintou C'est Pareil...,Kite Production,,France,"Soukous, African","https://kollektivx.com/music-legacy-projects/6292-Bhy-Gao,-Andji-Solet-Bintou-Cest-Pareil...",https://www.discogs.com/release/3910334,"https://kollektivx.com/music-legacy-projects/6292-Bhy-Gao,-Andji-Solet-Bintou-Cest-Pareil...",https://www.discogs.com/release/3910334,"Bhy Gao, Andji SoletBintou C'est Pareil...",,,6292
1290,TRUE,FALSE,Take Three,Can't Get Enough (Of Your Love),100%,Iwan-Williams,6299,Take Three,Can't Get Enough (Of Your Love),ZYX Records,1985,Germany,"Boogie, Disco, Lovers Rock",https://kollektivx.com/music-legacy-projects/6299-Take-Three-Cant-Get-Enough-(Of-Your-Love),https://www.discogs.com/release/356007,https://kollektivx.com/music-legacy-projects/6299-Take-Three-Cant-Get-Enough-(Of-Your-Love),https://www.discogs.com/release/356007,Take ThreeCan't Get Enough (Of Your Love),,,6299
1291,TRUE,FALSE,"Johnny Zee, D.J. Kendell",Cum Be My Lover,100%,MercuryCapri,6312,"Johnny Zee, D.J. Kendell",Cum Be My Lover,"Network Records, Refit",1992,UK,"Ragga, House, Trance, Breakbeat","https://kollektivx.com/music-legacy-projects/6312-Johnny-Zee,-D.J.-Kendell-Cum-Be-My-Lover",https://www.discogs.com/release/1520272,"https://kollektivx.com/music-legacy-projects/6312-Johnny-Zee,-D.J.-Kendell-Cum-Be-My-Lover",https://www.discogs.com/release/1520272,"Johnny Zee, D.J. KendellCum Be My Lover",,Duplicate project,6312
1292,FALSE,TRUE,King Of Brazil,Forms Of Expression,100%,C,6314,King Of Brazil,Forms Of Expression,Grove Records,,UK,House,https://kollektivx.com/music-legacy-projects/6314-King-Of-Brazil-Forms-Of-Expression,https://www.discogs.com/release/521873,https://kollektivx.com/music-legacy-projects/6314-King-Of-Brazil-Forms-Of-Expression,https://www.discogs.com/release/521873,King Of BrazilForms Of Expression,,,6314
1293,TRUE,FALSE,KMX (4),Corazon,100%,Mikelcompadre69,6316,KMX (4),Corazon,MALO (2),1991,USA,"House, Hip-House",https://kollektivx.com/music-legacy-projects/6316-Kmx-4-Corazon,https://www.discogs.com/release/6751044,https://kollektivx.com/music-legacy-projects/6316-Kmx-4-Corazon,https://www.discogs.com/release/6751044,KMX (4)Corazon,,,6316
1294,TRUE,FALSE,Various,The DD Promo EP,100%,Venetia.music,6317,Various,The DD Promo EP,Deep Distraxion,1994,UK,"House, Progressive House",https://kollektivx.com/music-legacy-projects/6317-Various-The-Dd-Promo-Ep,https://www.discogs.com/release/104132,https://kollektivx.com/music-legacy-projects/6317-Various-The-Dd-Promo-Ep,https://www.discogs.com/release/104132,VariousThe DD Promo EP,,,6317
1295,TRUE,FALSE,Vinyl Assassins,Greetings From Nowhere,100%,maxresdeddfault,6321,Vinyl Assassins,Greetings From Nowhere,Vinyl Assassins,2003,USA,House,https://kollektivx.com/music-legacy-projects/6321-Vinyl-Assassins-Greetings-From-Nowhere,https://www.discogs.com/release/172226,https://kollektivx.com/music-legacy-projects/6321-Vinyl-Assassins-Greetings-From-Nowhere,https://www.discogs.com/release/172226,Vinyl AssassinsGreetings From Nowhere,,,6321
1296,TRUE,FALSE,Bon Rivage,Tod Durch Sterben,100%,EDITOR,6323,Bon Rivage,Tod Durch Sterben,Sing Sing Records (2),1988,Germany,Synth-pop,https://kollektivx.com/music-legacy-projects/6323-Bon-Rivage-Tod-Durch-Sterben,https://www.discogs.com/release/3914674,https://kollektivx.com/music-legacy-projects/6323-Bon-Rivage-Tod-Durch-Sterben,https://www.discogs.com/release/3914674,Bon RivageTod Durch Sterben,,,6323
1297,TRUE,FALSE,EGO (8),The Secret Of Paradise,100%,moritzho,6324,EGO (8),The Secret Of Paradise,S.O.B. (Sound Of The Bomb),1992,Italy,"House, Trance",https://kollektivx.com/music-legacy-projects/6324-Ego-8-The-Secret-Of-Paradise,https://www.discogs.com/release/391185,https://kollektivx.com/music-legacy-projects/6324-Ego-8-The-Secret-Of-Paradise,https://www.discogs.com/release/391185,EGO (8)The Secret Of Paradise,,,6324
1298,TRUE,FALSE,Various,E-Play Generation,100%,Wts,6325,Various,E-Play Generation,EMI Quint,1998,Hungary,"Progressive House, Trance",https://kollektivx.com/music-legacy-projects/6325-Various-E-Play-Generation,https://www.discogs.com/release/712467,https://kollektivx.com/music-legacy-projects/6325-Various-E-Play-Generation,https://www.discogs.com/release/712467,VariousE-Play Generation,Y,Album Version,6325
1299,TRUE,FALSE,Julie Brannen,I'll Be Good To You (Soft Cut),100%,djfrisbeeTM,6328,Julie Brannen,I'll Be Good To You (Soft Cut),Rolling Tune Recordings,1993,Italy,"Deep House, Garage House, House",https://kollektivx.com/music-legacy-projects/6328-Julie-Brannen-Ill-Be-Good-To-You-(Soft-Cut),https://www.discogs.com/release/510704,https://kollektivx.com/music-legacy-projects/6328-Julie-Brannen-Ill-Be-Good-To-You-(Soft-Cut),https://www.discogs.com/release/510704,Julie BrannenI'll Be Good To You (Soft Cut),Y,,6328
1300,TRUE,FALSE,Human Soul,Delight Of Love,100%,Pac,6334,Human Soul,Delight Of Love,Glamour (2),1991,Japan,House,https://kollektivx.com/music-legacy-projects/6334-Human-Soul-Delight-Of-Love,https://www.discogs.com/release/1498789,https://kollektivx.com/music-legacy-projects/6334-Human-Soul-Delight-Of-Love,https://www.discogs.com/release/1498789,Human SoulDelight Of Love,,,6334
1301,TRUE,FALSE,Various,68 Camaro / Movin' On / Take Me / Channel B,100%,jaikin,6335,Various,68 Camaro / Movin' On / Take Me / Channel B,Frisky Records San Francisco,1999,USA,House,https://kollektivx.com/music-legacy-projects/6335-Various-68-Camaro-Movin-On-Take-Me-Channel-B,https://www.discogs.com/release/702101,https://kollektivx.com/music-legacy-projects/6335-Various-68-Camaro-Movin-On-Take-Me-Channel-B,https://www.discogs.com/release/702101,Various68 Camaro / Movin' On / Take Me / Channel B,,,6335
1302,TRUE,FALSE,Eventide (2),Choke Mountain,100%,gogodancer22,6338,,,Swarm Music,1993,UK,"Progressive House, Progressive Trance",https://kollektivx.com/music-legacy-projects/6338-Eventide-2-Choke-Mountain,https://www.discogs.com/release/4016796,https://kollektivx.com/music-legacy-projects/6338-Eventide-2-Choke-Mountain,https://www.discogs.com/release/4016796,Eventide (2)Choke Mountain,,,6338
1303,TRUE,FALSE,The Lab,1000 Miles / Flying,100%,Wts,6342,The Lab,1000 Miles / Flying,Got It,1993,Italy,House,https://kollektivx.com/music-legacy-projects/6342-The-Lab-1000-Miles-Flying,https://www.discogs.com/release/2444680,https://kollektivx.com/music-legacy-projects/6342-The-Lab-1000-Miles-Flying,https://www.discogs.com/release/2444680,The Lab1000 Miles / Flying,,,6342
1304,TRUE,FALSE,Mark Spence,Vibrance,100%,Mamamia,6348,Mark Spence,Vibrance,Grooves,2001,UK,"Trance, Progressive House, Breaks",https://kollektivx.com/music-legacy-projects/6348-Mark-Spence-Vibrance,https://www.discogs.com/release/202378,https://kollektivx.com/music-legacy-projects/6348-Mark-Spence-Vibrance,https://www.discogs.com/release/202378,Mark SpenceVibrance,,,6348
1305,TRUE,FALSE,Hazard (21),Te,100%,O.Rayan,6351,Hazard (21),Te,Japan Zero (2),2002,Italy,"House, Deep House",https://kollektivx.com/music-legacy-projects/6351-Hazard-21-Te,https://www.discogs.com/release/6216463,https://kollektivx.com/music-legacy-projects/6351-Hazard-21-Te,https://www.discogs.com/release/6216463,Hazard (21)Te,,,6351
1306,FALSE,FALSE,Dubuisson,Rivers Run Deep / Put Your Trust In Me,100%,Yazaslabih,6355,,,Mellow Motion,1990,UK,"New Jack Swing, Funk, Boogie",https://kollektivx.com/music-legacy-projects/6355-Dubuisson-Rivers-Run-Deep-Put-Your-Trust-In-Me,https://www.discogs.com/release/3708516,https://kollektivx.com/music-legacy-projects/6355-Dubuisson-Rivers-Run-Deep-Put-Your-Trust-In-Me,https://www.discogs.com/release/3708516,DubuissonRivers Run Deep / Put Your Trust In Me,,,
1307,TRUE,FALSE,Valric,Valentino,100%,MercuryCapri,6359,Valric,Valentino,"Carrere, CAR (2)",1986,Belgium,"Funk, Boogie",https://kollektivx.com/music-legacy-projects/6359-Valric-Valentino,https://www.discogs.com/release/1841914,https://kollektivx.com/music-legacy-projects/6359-Valric-Valentino,https://www.discogs.com/release/1841914,ValricValentino,,,6359
1308,TRUE,FALSE,Nathan Coles,Bad Bug,100%,ensam,6360,Nathan Coles,Bad Bug,Wiggle,2004,UK,,https://kollektivx.com/music-legacy-projects/6360-Nathan-Coles-Bad-Bug,https://www.discogs.com/release/365329,https://kollektivx.com/music-legacy-projects/6360-Nathan-Coles-Bad-Bug,https://www.discogs.com/release/365329,Nathan ColesBad Bug,,,6360
1309,TRUE,FALSE,Haris Custovic,You And I,100%,ensam,6361,Haris Custovic,You And I,Kerbkrawler,2000,UK,,https://kollektivx.com/music-legacy-projects/6361-Haris-Custovic-You-And-I,https://www.discogs.com/release/8886462,https://kollektivx.com/music-legacy-projects/6361-Haris-Custovic-You-And-I,https://www.discogs.com/release/8886462,Haris CustovicYou And I,,,6361
1310,TRUE,FALSE,Cherrie (2),You'll Belong To Me,100%,bananaz,6364,Cherrie (2),You'll Belong To Me,Bear Records Inc,1987,USA,Freestyle,https://kollektivx.com/music-legacy-projects/6364-Cherrie-2-Youll-Belong-To-Me,https://www.discogs.com/release/4788569,https://kollektivx.com/music-legacy-projects/6364-Cherrie-2-Youll-Belong-To-Me,https://www.discogs.com/release/4788569,Cherrie (2)You'll Belong To Me,,,6364
1311,TRUE,FALSE,Housa Musika,Big Piano,100%,vanishvanish,6369,,,Not On Label (Housa Musika Self-released),1998,,House,https://kollektivx.com/music-legacy-projects/6369-Housa-Musika-Big-Piano,https://www.discogs.com/release/1554539,https://kollektivx.com/music-legacy-projects/6369-Housa-Musika-Big-Piano,https://www.discogs.com/release/1554539,Housa MusikaBig Piano,,,6369
1312,TRUE,FALSE,Société,Loca Motion / Pale Drifter,100%,JR,6371,Société,Loca Motion / Pale Drifter,Sperm Records,1994,UK,"Progressive House, House",https://kollektivx.com/music-legacy-projects/6371-Société-Loca-Motion-Pale-Drifter,https://www.discogs.com/release/177285,https://kollektivx.com/music-legacy-projects/6371-Société-Loca-Motion-Pale-Drifter,https://www.discogs.com/release/177285,SociétéLoca Motion / Pale Drifter,,,6371
1313,TRUE,FALSE,"House ""E"" Delic",The Singing Saw,100%,JR,6372,"House ""E"" Delic",The Singing Saw,GiG Records,1993,Austria,House,"https://kollektivx.com/music-legacy-projects/6372-House-""E""-Delic-The-Singing-Saw",https://www.discogs.com/release/883072,"https://kollektivx.com/music-legacy-projects/6372-House-""E""-Delic-The-Singing-Saw",https://www.discogs.com/release/883072,"House ""E"" DelicThe Singing Saw",,,6372
1314,FALSE,TRUE,L.E.D.,Wish,100%,andrejsg,6374,,,Exit Records (3),1994,US,House,https://kollektivx.com/music-legacy-projects/6374-L.E.D.-Wish,https://www.discogs.com/release/4775597,https://kollektivx.com/music-legacy-projects/6374-L.E.D.-Wish,https://www.discogs.com/release/4775597,L.E.D.Wish,,,6374
1315,TRUE,FALSE,The Solid Collective,Can You Feel It,100%,Wts,6376,The Solid Collective,Can You Feel It,Fantastic Records,1995,UK,"Breakbeat, House",https://kollektivx.com/music-legacy-projects/6376-The-Solid-Collective-Can-You-Feel-It,https://www.discogs.com/release/1382083,https://kollektivx.com/music-legacy-projects/6376-The-Solid-Collective-Can-You-Feel-It,https://www.discogs.com/release/1382083,The Solid CollectiveCan You Feel It,,,6376
1316,TRUE,FALSE,Lisa Baron,Lovin N Affection,100%,djfruhschicht,6385,Lisa Baron,Lovin N Affection,Subpoena,1990,Unknown,RnB/Swing,https://kollektivx.com/music-legacy-projects/6385-Lisa-Baron-Lovin-N-Affection,https://www.discogs.com/release/1061854,https://kollektivx.com/music-legacy-projects/6385-Lisa-Baron-Lovin-N-Affection,https://www.discogs.com/release/1061854,Lisa BaronLovin N Affection,,,6385
1317,TRUE,FALSE,Concett Bradley,Peace,100%,Otis,6392,Concett Bradley,Peace,Houze Factory,1992,Belgium,"House, Deep House",https://kollektivx.com/music-legacy-projects/6392-Concett-Bradley-Peace,https://www.discogs.com/release/425160,https://kollektivx.com/music-legacy-projects/6392-Concett-Bradley-Peace,https://www.discogs.com/release/425160,Concett BradleyPeace,,,6392
1318,TRUE,FALSE,Istitution,It's Not Over,100%,Mizik.Mizik,6398,,,Brainiak Records,1992,UK,"House, Garage House",https://kollektivx.com/music-legacy-projects/6398-Istitution-Its-Not-Over,https://www.discogs.com/release/182807,https://kollektivx.com/music-legacy-projects/6398-Istitution-Its-Not-Over,https://www.discogs.com/release/182807,IstitutionIt's Not Over,,,6398
1319,TRUE,FALSE,Keith Keith,Break 4 Love (Reggae),100%,7TH_Day_Jesuit,6400,Keith Keith,Break 4 Love (Reggae),Flat Records (4),,USA,"Dancehall, House",https://kollektivx.com/music-legacy-projects/6400-Keith-Keith-Break-4-Love-(Reggae),https://www.discogs.com/release/889030,https://kollektivx.com/music-legacy-projects/6400-Keith-Keith-Break-4-Love-(Reggae),https://www.discogs.com/release/889030,Keith KeithBreak 4 Love (Reggae),,,6400
1320,TRUE,FALSE,"Hypersonic Inc., Meiko Nakahara",Boy Friend,100%,danjo,6418,,,Eastworld,1990,Japan,Deep House,"https://kollektivx.com/music-legacy-projects/6418-Hypersonic-Inc.,-Meiko-Nakahara-Boy-Friend",https://www.discogs.com/release/13934523,"https://kollektivx.com/music-legacy-projects/6418-Hypersonic-Inc.,-Meiko-Nakahara-Boy-Friend",https://www.discogs.com/release/13934523,"Hypersonic Inc., Meiko NakaharaBoy Friend",,,6418
1320,TRUE,FALSE,Meiko Nakahara,Boy Friend,100%,danjo,6418,,,Eastworld,1990,Japan,Deep House,https://kollektivx.com/music-legacy-projects/6418-Meiko-Nakahara-Hypersonic-Inc-Boy-Friend,https://www.discogs.com/de/release/13934523,https://kollektivx.com/music-legacy-projects/6418-Meiko-Nakahara-Hypersonic-Inc-Boy-Friend,https://www.discogs.com/de/release/13934523,Meiko NakaharaBoy Friend,,,6418
1321,TRUE,FALSE,Unknown Artist,Untitled,100%,Yazaslabih,6425,Unknown Artist,Untitled,Hector's House Records,,UK,"Breakbeat, House",https://kollektivx.com/music-legacy-projects/6425-Unknown-Artist-Untitled,https://www.discogs.com/release/513964,https://kollektivx.com/music-legacy-projects/6425-Unknown-Artist-Untitled,https://www.discogs.com/release/513964,Unknown ArtistUntitled,,,6425
1322,TRUE,FALSE,Cygnus Loop,Nyhabingi / Golgotta,100%,choppinho,6429,Cygnus Loop,Nyhabingi / Golgotta,Snoek Records,1994,UK,"Breakbeat, Techno, House",https://kollektivx.com/music-legacy-projects/6429-Cygnus-Loop-Nyhabingi-Golgotta,https://www.discogs.com/release/112243,https://kollektivx.com/music-legacy-projects/6429-Cygnus-Loop-Nyhabingi-Golgotta,https://www.discogs.com/release/112243,Cygnus LoopNyhabingi / Golgotta,,,6429
1323,TRUE,FALSE,E-Day,EP Vol. 1,100%,Qntn,6432,E-Day,EP Vol. 1,Fifth World,1993,Netherlands,House,https://kollektivx.com/music-legacy-projects/6432-E-Day-Ep-Vol.-1,https://www.discogs.com/release/200585,https://kollektivx.com/music-legacy-projects/6432-E-Day-Ep-Vol.-1,https://www.discogs.com/release/200585,E-DayEP Vol. 1,,,6432
1324,TRUE,FALSE,Vanilla (4),Imagination (Calypso Nights),100%,M,6434,Vanilla (4),Imagination (Calypso Nights),Bernett Records,1985,France,"Synth-pop, Disco",https://kollektivx.com/music-legacy-projects/6434-Vanilla-4-Imagination-(Calypso-Nights),https://www.discogs.com/release/1041557,https://kollektivx.com/music-legacy-projects/6434-Vanilla-4-Imagination-(Calypso-Nights),https://www.discogs.com/release/1041557,Vanilla (4)Imagination (Calypso Nights),,,6434
1325,TRUE,FALSE,RF Jam,Meet Me On Level 2,100%,zanzi,6435,RF Jam,Meet Me On Level 2,Webb Records (5),1987,Canada,"Freestyle, House",https://kollektivx.com/music-legacy-projects/6435-Rf-Jam-Meet-Me-On-Level-2,https://www.discogs.com/release/16450224,https://kollektivx.com/music-legacy-projects/6435-Rf-Jam-Meet-Me-On-Level-2,https://www.discogs.com/release/16450224,RF JamMeet Me On Level 2,,,6435
1326,TRUE,FALSE,Caribean New Sound,Caribean New Sound,100%,Archiebishop,6437,Caribean New Sound,Caribean New Sound,Not On Label,,France,"Fusion, Zouk",https://kollektivx.com/music-legacy-projects/6437-Caribean-New-Sound-Caribean-New-Sound,https://www.discogs.com/release/2533765,https://kollektivx.com/music-legacy-projects/6437-Caribean-New-Sound-Caribean-New-Sound,https://www.discogs.com/release/2533765,Caribean New SoundCaribean New Sound,,,6437
